Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation
11/08/2020,465171,LEGACY VILLAGE REHABILITATION,3251 WEST 5400 SOUTH,TAYLORSVILLE,UT,84129,Y,Y,0,0,1,1,0,13,0,1,0,0,40,22,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,Y,N,Y,25,76,Y,2,24,1,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,45.5,0.0,0.0,Salt Lake,N,Y,POINT (-111.968888 40.653085)
11/08/2020,465167,STONEHENGE OF OREM,435 WEST CENTER STREET,OREM,UT,84057,Y,Y,0,0,0,0,0,0,0,0,0,0,32,13,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,Y,0,35,Y,0,13,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Utah,N,N,POINT (-111.70602900000002 40.29712700000001)
11/08/2020,465009,HARRISON POINTE HEALTHCARE AND REHABILITATION,3430 HARRISON BOULEVARD,OGDEN,UT,84403,Y,Y,11,65,0,1,0,1,0,4,0,4,58,32,,,,,N,N,Y,N,N,N,N,N/A,N,N,N,N,N,N,N,N,Y,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0,37,Y,4,4,0,15,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,31.3,125.0,400.0,Weber,N,N,POINT (-111.94868400000001 41.20104500000001)
11/08/2020,465109,HOLLADAY HEALTHCARE CENTER,4782 SOUTH HOLLADAY BOULEVARD,SALT LAKE CITY,UT,84117,Y,Y,0,12,0,37,0,2,1,16,0,11,120,91,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,Y,82,200,N,1,62,0,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,406.6,120.9,29.7,Salt Lake,N,N,POINT (-111.821558 40.665761)
11/08/2020,46A066,"LITTLE COTTONWOOD REHABILITATION AND NURSING, LLC",3094 SOUTH STATE STREET,SOUTH SALT LAKE,UT,84115,Y,Y,0,2,0,28,0,0,0,3,0,3,37,36,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,1,41,Y,0,14,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,777.8,83.3,10.7,Salt Lake,N,N,POINT (-111.888365 40.703554)
11/08/2020,465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,Y,Y,0,0,0,2,0,0,0,0,0,0,117,101,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,102,194,Y,0,16,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10,0,Y,Y,19.8,0.0,0.0,Salt Lake,N,N,POINT (-111.988691 40.69839)
11/08/2020,465176,"STONEHENGE OF SOUTH JORDAN, LLC",1371 WEST SOUTH JORDAN PARKWAY,SOUTH JORDAN,UT,84095,Y,Y,0,0,0,1,0,4,0,0,0,0,32,27,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,30,89,Y,0,0,0,2,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,37.0,0.0,0.0,Salt Lake,N,N,POINT (-111.931243 40.562184)
11/08/2020,465069,MT OGDEN HEALTH AND REHABILITATION CENTER,375 EAST 5350 SOUTH,WASHINGTON TERRACE,UT,84405,Y,Y,0,0,0,1,0,0,0,14,0,0,78,62,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,N,N,Y,64,87,Y,2,5,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.1,0.0,0.0,Weber,N,N,POINT (-111.971606 41.166389)
11/08/2020,465067,ROCKY MOUNTAIN CARE - CLEARFIELD,1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015,Y,Y,9,39,0,33,0,23,0,19,0,4,145,135,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,Y,N,Y,2,285,Y,4,24,0,21,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,7,0,Y,Y,244.4,29.6,12.1,Davis,N,N,POINT (-111.997821 41.092837)
11/08/2020,465170,ASPEN RIDGE OF UTAH VALLEY,1992 SOUTH COLUMBIA LANE,OREM,UT,84097,Y,Y,0,1,0,3,0,6,0,3,0,0,24,22,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,Y,N,Y,Y,N,Y,1,70,Y,1,8,0,7,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,136.4,0.0,0.0,Utah,N,N,POINT (-111.680612 40.261142)
11/08/2020,465093,WILLOW GLEN HEALTH AND REHAB,775 NORTH 200 EAST,BRIGHAM CITY,UT,84302,N,,0,10,0,11,0,0,0,11,0,2,84,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,314.3,57.1,18.2,Box Elder,,,POINT (-112.012262 41.526076)
11/08/2020,465066,AVALON WEST HEALTH & REHABILITATION,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,Y,Y,0,14,0,36,0,9,0,19,0,13,120,90,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,N,N,Y,1,160,Y,0,28,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,400.0,144.4,36.1,Salt Lake,N,N,POINT (-111.938793 40.637753)
11/08/2020,465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,Y,Y,0,0,0,0,0,1,0,1,0,0,90,36,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,Y,N,N,Y,N,Y,0,81,Y,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Duchesne,N,N,POINT (-109.997087 40.302939)
11/08/2020,465112,LIFE CARE CENTER OF BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,Y,Y,0,0,0,1,0,7,0,11,0,0,89,45,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,0,104,Y,0,8,1,26,0,0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,22.2,0.0,0.0,Davis,N,N,POINT (-111.885632 40.861574)
11/08/2020,465163,NORTH CANYON CARE CENTER,350 SOUTH 400 EAST,BOUNTIFUL,UT,84010,Y,Y,0,12,0,16,0,0,0,7,0,2,102,57,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0,70,Y,0,8,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,280.7,35.1,12.5,Davis,N,N,POINT (-111.87236 40.885771)
11/08/2020,465173,STONEHENGE OF RICHFIELD,125 EAST 600 NORTH,RICHFIELD,UT,84701,Y,Y,0,0,0,0,0,1,0,0,0,0,30,18,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0,83,Y,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Sevier,N,N,POINT (-112.083405 38.77653600000001)
11/08/2020,465190,ADVANCED HEALTH CARE OF ST GEORGE,1934 EAST RIVERSIDE DRIVE,ST GEORGE,UT,84790,Y,Y,0,0,0,0,0,5,0,3,0,0,52,30,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,27,123,Y,0,9,0,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Washington,N,N,POINT (-113.541223 37.097589)
11/08/2020,465137,RED CLIFFS HEALTH AND REHAB,1745 EAST 280 NORTH,ST GEORGE,UT,84790,Y,Y,0,0,0,1,0,0,0,5,0,0,124,66,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,65,70,Y,0,5,0,1,0,0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,15.2,0.0,0.0,Washington,N,N,POINT (-113.546401 37.113132)
11/08/2020,465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,Y,Y,0,0,0,0,0,0,0,2,0,0,155,51,,,,,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0,5,N,0,2,0,2,0,0,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Weber,N,N,POINT (-111.935759 41.15672)
11/08/2020,465117,SOUTH OGDEN POST ACUTE,5540 SOUTH 1050 EAST,OGDEN,UT,84405,Y,Y,0,0,0,0,0,6,0,0,0,0,140,70,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,0,165,Y,0,1,0,18,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Weber,N,N,POINT (-111.952649 41.162569)
11/08/2020,465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,Y,Y,0,11,0,0,0,4,0,2,0,0,122,92,,,,,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,3,193,Y,1,3,0,15,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Salt Lake,N,N,POINT (-111.979389 40.587904)
11/08/2020,465098,PINNACLE NURSING AND REHABILITATION CENTER,1340 EAST 300 NORTH,PRICE,UT,84501,Y,Y,0,0,0,0,0,0,0,11,0,0,53,49,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,N,Y,N,Y,2,5,Y,0,1,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Carbon,N,N,POINT (-110.793381 39.604703)
11/08/2020,465091,DRAPER REHABILITATION AND CARE CENTER,12702 SOUTH FORT STREET,DRAPER,UT,84020,Y,Y,1,13,1,26,0,4,0,5,0,2,64,40,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,N,N,Y,13,63,Y,3,33,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,650.0,50.0,7.7,Salt Lake,N,N,POINT (-111.86467 40.52072400000001)
11/08/2020,465124,MIDTOWN MANOR,125 SOUTH 900 WEST,SALT LAKE CITY,UT,84104,Y,Y,0,2,0,73,0,6,0,4,0,4,82,72,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,3,33,Y,0,59,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1013.9,55.6,5.5,Salt Lake,N,N,POINT (-111.916822 40.76653)
11/08/2020,465090,CASCADES AT ORCHARD PARK,740 NORTH 300 EAST,OREM,UT,84057,Y,Y,0,19,0,19,0,5,4,8,0,2,52,44,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,45,120,Y,0,20,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,431.8,45.5,10.5,Utah,N,N,POINT (-111.688606 40.311156)
11/08/2020,465182,STONEHENGE OF OGDEN,5648 SOUTH ADAMS AVE,WASHINGTON TERRACE,UT,84405,Y,Y,0,0,0,5,0,0,1,8,0,0,52,41,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N,Y,1,64,Y,0,6,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,122.0,0.0,0.0,Weber,N,N,
11/08/2020,465111,SANDY HEALTH AND REHAB,50 EAST 9000 SOUTH,SANDY,UT,84070,Y,Y,0,37,0,44,0,59,0,9,0,5,120,92,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0,74,Y,2,27,0,36,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,478.3,54.3,11.4,Salt Lake,N,N,POINT (-111.888351 40.588018)
