Date Collected,State,County,City,Facility Name,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
20201104,OH,Cuyahoga,,Brooklyn Pointe Assisted Living,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Danbury Senior,Assisted Living,Assisted Living,,,,,,,,25,,,,14,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,DEVON OAKS ASSISTED LIVING,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,East Park Retirement,Assisted Living,Assisted Living,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,GOVERNOR'S VILLAGE,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Hamlet at Chagrin Falls,Assisted Living,Assisted Living,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,HARBOR COURT,Assisted Living,Assisted Living,,,,,,,,13,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Jennings Assisted Living,Assisted Living,Assisted Living,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Judson Manor,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Lakeside Assisted Living,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,LIGHT OF HEARTS VILLA,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,MCGREGOR ASSISTED LIVING,Assisted Living,Assisted Living,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Menorah Park Wiggins Place,Assisted Living,Assisted Living,,,,,,,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,O'Neill Healthcare Bay Village ASST LIVING,Assisted Living,Assisted Living,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,O'Neill Healthcare Lakewood  Assisted Living,Assisted Living,Assisted Living,,,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,O'Neill Healthcare North Olmsted,Assisted Living,Assisted Living,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,PARK CREEK CENTER,Assisted Living,Assisted Living,,,,,,,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,ROYALTON WOODS RETIREMENT,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Shaker Gardens,Assisted Living,Assisted Living,,,,,,,,29,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Stone Gardens - Menorah Park,Assisted Living,Assisted Living,,,,,,,,17,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Symphony at Olmsted Falls,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,THE FOUNTAINS ASSISTED LIVING,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,THE INN AT JOSHUA TREE,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,The Renaissance Retirement Campus,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,VILLAGE OF THE FALLS,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,VISTA SPRINGS RAVINIA,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,VITALIA SENOIR RESIDENCE WESTLAKE,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Windsor Heights,Assisted Living,Assisted Living,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,WOODLANDS OF SHAKER HEIGHTS,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Cuyahoga,,Woodside Senior Living,Assisted Living,Assisted Living,,,,,,,,15,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Darke,,Brethren Retirement Community,Assisted Living,Assisted Living,,,,,,,,33,,,,20,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Darke,,Brookdale Senior Living,Assisted Living,Assisted Living,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Delaware,,Country-View of Sunbury,Assisted Living,Assisted Living,,,,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Delaware,,First and Main Lewis Center,Assisted Living,Assisted Living,,,,,,,,16,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Delaware,,Ganzhorn Suites,Assisted Living,Assisted Living,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Delaware,,Inn at Bear Trail,Assisted Living,Assisted Living,,,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Delaware,,Inn at Olentangy Trail,Assisted Living,Assisted Living,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Delaware,,Powell Assisted Living and Memory Care,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Erie,,Commons of Providence,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Erie,,Parkvue,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Erie,,Portland Place,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Fairfield,,Abbington of Pickerington Assisted Living,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Fairfield,,Bickford of Lancaster,Assisted Living,Assisted Living,,,,,,,,50,,,,22,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Fairfield,,Carriage Court Assisted Living,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Fayette,,Carriage Court of Washington Court House,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Alpine House,Assisted Living,Assisted Living,,,,,,,,16,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Amber Park Assisted Living,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Ashford on Broad,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Ashford on Sturbridge,Assisted Living,Assisted Living,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Bickford of Bexley,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Bickford of Scioto,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Bickford of Worthington,Assisted Living,Assisted Living,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Brookdale Lakeview Crossing,Assisted Living,Assisted Living,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Brookdale Muirfield,Assisted Living,Assisted Living,,,,,,,,16,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Brookdale Pinnacle,Assisted Living,Assisted Living,,,,,,,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Carriage Court of Hilliard,Assisted Living,Assisted Living,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Cherry Blossom Senior Living,Assisted Living,Assisted Living,,,,,,,,16,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Chestnut Hill Senior Living,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Claremont Retirement Village,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,First and Main of New Albany,Assisted Living,Assisted Living,,,,,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,First Community Village,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Friendship Village of Columbus,Assisted Living,Assisted Living,,,,,,,,0,,,,10,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Glenwood Alzheimer's Special Care Center,Assisted Living,Assisted Living,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Inn at Summit Trail,Assisted Living,Assisted Living,,,,,,,,23,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Inniswood Village,Assisted Living,Assisted Living,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Kemper House - Worthington,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Kensington Place,Assisted Living,Assisted Living,,,,,,,,8,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Lincoln Village,Assisted Living,Assisted Living,,,,,,,,9,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Mayfair Village Nursing Care Center,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,New Albany Rehab and Assisted Living,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,New Salem Manor,Assisted Living,Assisted Living,,,,,,,,6,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Oakleaf Village of Columbus,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Ohio Living Westminster -Thurber,Assisted Living,Assisted Living,,,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Paramount Senior Living,Assisted Living,Assisted Living,,,,,,,,16,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Parkside Village Senior Living,Assisted Living,Assisted Living,,,,,,,,9,,,,7,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Pickerington Care and Rehab,Assisted Living,Assisted Living,,,,,,,,43,,,,28,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Scioto Community,Assisted Living,Assisted Living,,,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Senior Star of Dublin Village,Assisted Living,Assisted Living,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Smith's Mill Health Campus,Assisted Living,Assisted Living,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Story Point Senior Living,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,StoryPoint Senior Living,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Stygler Commons,Assisted Living,Assisted Living,,,,,,,,10,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Summit's Trace Healthcare Center,Assisted Living,Assisted Living,,,,,,,,17,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Sunrise of Dublin,Assisted Living,Assisted Living,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Sunrise of Gahanna,Assisted Living,Assisted Living,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,The Forum at Knightsbridge,Assisted Living,Assisted Living,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,The Grand of Dublin,Assisted Living,Assisted Living,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,The Woodlands of Columbus,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Three Creeks Senior Living,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Traditions at Mill Run,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Trueman Pointe Care Center,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Villas at St Therese,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Violet Springs,Assisted Living,Assisted Living,,,,,,,,5,,,,20,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Wesley Glen Retirement Community,Assisted Living,Assisted Living,,,,,,,,30,,,,24,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Wesley Ridge,Assisted Living,Assisted Living,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Wesley Woods at New Albany,Assisted Living,Assisted Living,,,,,,,,20,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Westerville Senior Living,Assisted Living,Assisted Living,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Wexner Heritage House,Assisted Living,Assisted Living,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Whetstone Rehab Center and Skilled Nursing,Assisted Living,Assisted Living,,,,,,,,3,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Franklin,,Willow Brook Christian Home,Assisted Living,Assisted Living,,,,,,,,12,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Fulton,,Swanton Health Care and Retirement,Assisted Living,Assisted Living,,,,,,,,12,,,,0,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Geauga,,Amelia Grace Assisted Living,Assisted Living,Assisted Living,,,,,,,,7,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Geauga,,Arden Courts of Chagrin Falls,Assisted Living,Assisted Living,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Geauga,,Burton Healthcare and Rehab,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Geauga,,Ohman Family at Briar Hill,Assisted Living,Assisted Living,,,,,,,,5,,,,8,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Geauga,,Ohman Family at Holly Hill,Assisted Living,Assisted Living,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Geauga,,The Weils,Assisted Living,Assisted Living,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Brookdale Beavercreek,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Brookdale Fox Run,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Brookdale Kettering,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Elmcroft Xenia,Assisted Living,Assisted Living,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,HARBOR CHASE,Assisted Living,Assisted Living,,,,,,,,1,,,,6,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Traditions of Beavercreek,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Trinity of Beavercreek,Assisted Living,Assisted Living,,,,,,,,15,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Greene,,Wickshire Fairborn,Assisted Living,Assisted Living,,,,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Alois Alzheimer Center,Assisted Living,Assisted Living,,,,,,,,16,,,,17,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Arden Court of Kenwood,Assisted Living,Assisted Living,,,,,,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Artis Senior Living Bridgetown,Assisted Living,Assisted Living,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Barrington House of Oakley,Assisted Living,Assisted Living,,,,,,,,7,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Beechwood Home,Assisted Living,Assisted Living,,,,,,,,0,,,,13,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Bridgeway Pointe,Assisted Living,Assisted Living,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Brookdale Kenwood,Assisted Living,Assisted Living,,,,,,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Brookside Healthcare Center,Assisted Living,Assisted Living,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Christian Village of Mt Healthy,Assisted Living,Assisted Living,,,,,,,,9,,,,15,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Cottingham Retirement,Assisted Living,Assisted Living,,,,,,,,35,,,,16,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Deupree House,Assisted Living,Assisted Living,,,,,,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Evergreen Retirement Community,Assisted Living,Assisted Living,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Kenwood by Senior Star,Assisted Living,Assisted Living,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Lodge Nursing and Rehab Center,Assisted Living,Assisted Living,,,,,,,,13,,,,11,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Mallard Cove,Assisted Living,Assisted Living,,,,,,,,21,,,,9,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Northgate Park,Assisted Living,Assisted Living,,,,,,,,9,,,,4,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Norwood Tower's Post Acute,Assisted Living,Assisted Living,,,,,,,,6,,,,3,,,,,,,,,,,,,,,,,,,,,,
20201104,OH,Hamilton,,Sanctuary Pointe,Assisted Living,Assisted Living,,,,,,,,34,,,,27,,,,,,,,,,,,,,,,,,,,,,
